battle_id,p1_team_size,p1_avg_level,p1_level_std,p1_total_hp,p1_avg_hp,p1_species_diversity,p1_type_diversity,p1_dual_type_count,p1_avg_bst,p1_bst_std,p1_min_bst,p1_max_bst,p1_legendary_count,p1_pseudo_legendary_count,p2_team_size,p2_avg_level,p2_level_std,p2_total_hp,p2_avg_hp,p2_species_diversity,p2_type_diversity,p2_dual_type_count,p2_avg_bst,p2_bst_std,p2_min_bst,p2_max_bst,p2_legendary_count,p2_pseudo_legendary_count,type_advantage_score,p1_super_effective_count,p2_super_effective_count,p1_resisted_count,p2_resisted_count,level_advantage_p1,hp_advantage_p1,bst_advantage_p1,team_size_difference,winner
gen9randombattle-2390860638,4,83.75,6.977642868476432,1036,259.0,4,2,0,435.0,60.6217782649107,400,540,0,0,1,76.0,0.0,292,292.0,1,2,1,535.0,0.0,535,535,0,0,-3,0,3,0,0,7.75,744,-100.0,3,p2
gen9randombattle-2402007225,4,88.25,2.0463381929681126,1194,298.5,4,2,0,420.0,34.64101615137755,400,480,0,0,6,82.0,2.7688746209726918,1467,244.5,6,5,2,450.0,72.80109889280519,400,580,1,0,-1,0,1,0,0,6.25,-273,-30.0,2,p1
gen9randombattle-2394509298,6,77.33333333333333,6.1553951042064625,1746,291.0,6,6,3,518.3333333333334,126.01807630477286,400,680,2,0,6,84.66666666666667,4.459696053419884,1723,287.1666666666667,6,4,1,454.0,55.30220007679019,400,530,0,0,0,7,7,0,0,-7.333333333333343,23,64.33333333333337,0,p1
gen9randombattle-2400468512,3,84.66666666666667,4.9216076867444665,862,287.3333333333333,3,3,1,451.6666666666667,73.06770072260991,400,555,0,0,3,81.33333333333333,2.494438257849294,807,269.0,3,1,0,400.0,0.0,400,400,0,0,0,0,0,0,0,3.333333333333343,55,51.666666666666686,0,p2
gen9randombattle-2399535066,6,83.83333333333333,4.597704741377907,1459,243.16666666666666,6,5,2,453.3333333333333,78.88106377466154,400,600,1,1,4,88.0,6.519202405202649,1189,297.25,4,1,0,400.0,0.0,400,400,0,0,0,0,0,0,0,-4.166666666666671,270,53.333333333333314,2,p2
gen9randombattle-2402452966,6,86.83333333333333,3.7601713908928263,1762,293.6666666666667,6,3,1,415.0,33.54101966249684,400,490,0,0,5,83.2,1.4696938456699067,1359,271.8,5,2,0,441.6,51.94458585839337,400,520,0,0,4,4,0,0,0,3.6333333333333258,403,-26.600000000000023,1,p2
gen9randombattle-2395482174,5,81.4,5.238320341483518,1460,292.0,5,4,2,492.0,114.2628548566856,400,660,2,1,6,79.2,4.48998886412873,1487,247.83333333333334,6,3,1,420.8333333333333,46.58474953124562,400,525,0,0,-2,0,2,0,0,2.200000000000003,-27,71.16666666666669,1,p1
gen9randombattle-2397302168,6,83.4,4.586937976471886,1713,285.5,6,3,1,433.3333333333333,74.53559924999298,400,600,1,1,6,82.0,4.760952285695233,1671,278.5,6,8,4,487.3333333333333,89.71560003081342,400,600,2,1,-3,3,6,0,0,1.4000000000000057,42,-54.0,0,p1
gen9randombattle-2399993105,6,79.66666666666667,6.1553951042064625,1645,274.1666666666667,6,5,2,515.0,123.79418403139947,400,720,2,1,7,79.42857142857143,4.686062704816208,1790,255.71428571428572,6,9,4,498.42857142857144,61.185565858196945,400,570,0,0,-6,5,11,0,0,0.2380952380952408,-145,16.571428571428555,1,p2
gen9randombattle-2399411922,6,84.33333333333333,7.5203427817856525,1606,267.6666666666667,6,6,3,490.0,105.5146119422961,400,680,1,0,6,84.33333333333333,7.695597587076797,1629,271.5,6,4,2,480.0,115.47005383792515,400,680,2,1,-1,0,1,0,0,0.0,-23,10.0,0,p2
gen9randombattle-2393446618,5,84.2,4.354308211415448,1352,270.4,5,3,1,415.2,30.400000000000002,400,476,0,0,5,80.8,10.146920715172657,1456,291.2,5,7,3,502.4,100.09115845068435,400,670,1,0,-4,2,6,0,0,3.4000000000000057,-104,-87.19999999999999,0,p2
gen9randombattle-2401865813,2,82.5,0.5,560,280.0,2,1,0,400.0,0.0,400,400,0,0,5,80.2,3.54400902933387,1387,277.4,5,5,2,450.8,64.68817511724998,400,555,0,0,-2,0,2,0,0,2.299999999999997,-827,-50.80000000000001,3,p1
gen9randombattle-2393649382,6,86.83333333333333,4.017323597731316,1657,276.1666666666667,6,4,1,439.8333333333333,42.62400210627288,400,500,0,0,6,82.16666666666667,4.412734098291242,1665,277.5,6,3,1,446.6666666666667,104.34983894999019,400,680,1,0,-1,1,2,0,0,4.666666666666657,-8,-6.833333333333371,0,p1
gen9randombattle-2395559453,5,78.4,8.499411744350311,1263,252.6,5,5,3,512.0,103.42146779078317,400,670,1,0,4,85.25,1.6393596310755,1059,264.75,4,1,0,400.0,0.0,400,400,0,0,0,0,0,0,0,-6.849999999999994,204,112.0,1,p2
gen9randombattle-2393731859,6,79.8,2.5612496949731396,1575,262.5,6,5,1,467.5,74.93052337554658,400,600,1,1,6,80.83333333333333,5.842849380986034,1645,274.1666666666667,6,5,3,491.6666666666667,104.30990152212567,400,660,2,1,5,9,4,0,0,-1.0333333333333314,-70,-24.166666666666686,0,p1
gen9randombattle-2392516189,6,82.83333333333333,6.439893028787219,1736,289.3333333333333,6,5,2,461.6666666666667,103.02372973683727,400,680,1,0,6,85.0,5.0,1799,299.8333333333333,6,7,3,449.3333333333333,73.86173268720113,400,590,1,0,5,6,1,0,0,-2.1666666666666714,-63,12.333333333333371,0,p1
gen9randombattle-2398630105,1,86.0,0.0,249,249.0,1,2,1,485.0,0.0,485,485,0,0,4,82.5,1.6583123951777,1095,273.75,4,5,2,431.25,54.12658773652741,400,525,0,0,1,2,1,0,0,3.5,-846,53.75,3,p1
gen9randombattle-2402579768,5,82.6,5.748043145279966,1403,280.6,5,5,2,440.0,80.0,400,600,1,1,3,84.66666666666667,5.557777333511022,863,287.6666666666667,3,1,0,400.0,0.0,400,400,0,0,0,0,0,0,0,-2.066666666666677,540,40.0,2,p2
gen9randombattle-2397138736,4,81.25,2.5860201081971503,1030,257.5,4,6,2,516.25,72.74742263475731,400,600,1,1,5,88.0,5.338539126015656,1313,262.6,5,1,0,400.0,0.0,400,400,0,0,0,0,0,0,0,-6.75,-283,116.25,1,p2
gen9randombattle-2399572109,3,83.0,4.546060565661952,812,270.6666666666667,3,4,1,441.6666666666667,58.92556509887896,400,525,0,0,6,82.83333333333333,4.374801582802229,1572,262.0,6,5,2,433.3333333333333,74.53559924999298,400,600,1,1,1,2,1,0,0,0.1666666666666714,-760,8.333333333333371,3,p1
gen9randombattle-2395006881,4,83.25,4.322904116447646,1288,322.0,4,3,1,442.5,73.61215932167728,400,570,0,0,3,83.33333333333333,4.189935029992178,812,270.6666666666667,3,3,1,463.3333333333333,89.56685895029602,400,590,1,0,0,0,0,0,0,-0.0833333333333286,476,-20.833333333333314,1,p2
gen9randombattle-2401776622,4,84.75,7.725768570181222,1121,280.25,4,5,2,462.5,64.9519052838329,400,550,0,0,6,78.5,4.8218253804964775,1726,287.6666666666667,6,6,3,496.0,108.3512805646523,400,680,2,0,5,7,2,0,0,6.25,-605,-33.5,2,p1
gen9randombattle-2400671789,6,82.0,8.286535263104035,1751,291.8333333333333,6,5,2,476.6666666666667,113.82247385975916,400,690,1,0,5,82.4,6.343500610861483,1299,259.8,5,5,2,477.0,73.45747068882783,400,590,1,0,1,6,5,0,0,-0.4000000000000057,452,-0.3333333333333144,1,p2
